actual_profit,ask,bid,closed,closer,date,deal,ecc,entry_ema,etf,expected_profit,fast_ema,name,order,price,slow_ema,symbol,tcc,time,ttf,volume,win
0,9646.24,9645.98,False,<function ema_closer at 0x000001C236412520>,2024-04-04,1982109755,1440,5,M5,6.0,8,FingerTrap,5084984983,9645.98,20,Volatility 10 (1s) Index,720,12:35:01.200086,H1,0.5,False
0,8207.67,8206.26,False,<function ema_closer at 0x000001C236412520>,2024-04-04,1982127851,1440,5,M5,6.0,8,FingerTrap,5085003212,8206.26,20,Volatility 75 (1s) Index,720,13:05:01.241013,H1,0.05,False
0,6569.213,6569.039,False,<function ema_closer at 0x000001C236412520>,2024-04-04,1982134726,1440,5,M5,6.0,8,FingerTrap,5085010165,6569.039,20,Volatility 10 Index,720,13:15:02.247554,H1,0.5,False
0,2274.901,2274.749,False,<function ema_closer at 0x000001C236412520>,2024-04-04,1982134758,1440,5,M5,6.0,8,FingerTrap,5085010195,2274.749,20,Volatility 25 Index,720,13:15:04.263188,H1,0.5,False
0,545111.44,545075.03,False,<function ema_closer at 0x000001C236412520>,2024-04-04,1982138567,1440,5,M5,6.0,8,FingerTrap,5085014017,545075.03,20,Volatility 25 (1s) Index,720,13:20:01.272002,H1,0.005,False
0,1549.92,1549.47,False,<function ema_closer at 0x000001C236412520>,2024-04-04,1982141640,1440,5,M5,6.0,8,FingerTrap,5085017104,1549.92,20,Volatility 100 (1s) Index,720,13:25:01.202314,H1,0.2,False
0,230099.26,230048.93,False,<function ema_closer at 0x000001C236412520>,2024-04-04,1982163005,1440,5,M5,6.0,8,FingerTrap,5085038541,230048.93,20,Volatility 75 Index,720,14:00:02.679502,H1,0.001,False
0,2262.365,2262.213,False,<function ema_closer at 0x000001C236412520>,2024-04-04,1982187823,1440,5,M5,6.0,8,FingerTrap,5085063457,2262.213,20,Volatility 25 Index,720,14:40:02.330318,H1,0.5,False
0,8182.83,8181.42,False,<function ema_closer at 0x000001C236412520>,2024-04-04,1982193061,1440,5,M5,6.0,8,FingerTrap,5085068875,8181.42,20,Volatility 75 (1s) Index,720,14:50:02.279796,H1,0.05,False
0,545653.13,545616.72,False,<function ema_closer at 0x000001C236412520>,2024-04-04,1982193082,1440,5,M5,6.0,8,FingerTrap,5085068888,545616.72,20,Volatility 25 (1s) Index,720,14:50:02.311047,H1,0.005,False
0,1563.19,1562.74,False,<function ema_closer at 0x000001C236412520>,2024-04-04,1982198214,1440,5,M5,6.0,8,FingerTrap,5085074092,1563.19,20,Volatility 100 (1s) Index,720,15:00:03.053854,H1,0.2,False
0,545651.64,545615.23,False,<function ema_closer at 0x000001C236412520>,2024-04-04,1982200602,1440,5,M5,6.0,8,FingerTrap,5085076527,545615.23,20,Volatility 25 (1s) Index,720,15:05:01.283573,H1,0.005,False
0,260.0636,260.0286,False,<function ema_closer at 0x000001C236412520>,2024-04-04,1982211266,1440,5,M5,6.0,8,FingerTrap,5085087386,260.0286,20,Volatility 50 Index,720,15:25:02.336776,H1,4.0,False
0,8176.4,8174.99,False,<function ema_closer at 0x000001C236412520>,2024-04-04,1982214030,1440,5,M5,6.0,8,FingerTrap,5085090167,8174.99,20,Volatility 75 (1s) Index,720,15:30:01.615889,H1,0.05,False
0,230191.3,230140.97,False,<function ema_closer at 0x000001C236412520>,2024-04-04,1982214082,1440,5,M5,6.0,8,FingerTrap,5085090242,230140.97,20,Volatility 75 Index,720,15:30:02.219647,H1,0.001,False
0,259.8138,259.7788,False,<function ema_closer at 0x000001C236412520>,2024-04-04,1982245750,1440,5,M5,6.0,8,FingerTrap,5085123174,259.7788,20,Volatility 50 Index,720,16:25:02.228542,H1,4.0,False
0,6562.786,6562.612,False,<function ema_closer at 0x000001C236412520>,2024-04-04,1982248517,1440,5,M5,6.0,8,FingerTrap,5085126194,6562.612,20,Volatility 10 Index,720,16:30:02.571449,H1,0.5,False
0,9618.1,9617.84,False,<function ema_closer at 0x000001C236412520>,2024-04-04,1982251404,1440,5,M5,6.0,8,FingerTrap,5085129300,9617.84,20,Volatility 10 (1s) Index,720,16:35:01.205192,H1,0.5,False
0,541384.19,541347.78,False,<function ema_closer at 0x000001C236412520>,2024-04-04,1982261491,1440,5,M5,6.0,8,FingerTrap,5085139692,541347.78,20,Volatility 25 (1s) Index,720,16:50:01.257674,H1,0.005,False
0,1575.91,1575.46,False,<function ema_closer at 0x000001C236412520>,2024-04-04,1982271569,1440,5,M5,6.0,8,FingerTrap,5085150210,1575.91,20,Volatility 100 (1s) Index,720,17:05:01.272244,H1,0.2,False
0,6562.002,6561.828,False,<function ema_closer at 0x000001C236412520>,2024-04-04,1982271603,1440,5,M5,6.0,8,FingerTrap,5085150242,6561.828,20,Volatility 10 Index,720,17:05:02.209871,H1,0.5,False
0,8196.38,8194.97,False,<function ema_closer at 0x000001C236412520>,2024-04-04,1982282345,1440,5,M5,6.0,8,FingerTrap,5085161225,8194.97,20,Volatility 75 (1s) Index,720,17:25:01.198305,H1,0.05,False
0,9616.59,9616.33,False,<function ema_closer at 0x000001C236412520>,2024-04-04,1982285528,1440,5,M5,6.0,8,FingerTrap,5085164447,9616.33,20,Volatility 10 (1s) Index,720,17:30:01.636716,H1,0.5,False
0,187629.05,187606.74,False,<function ema_closer at 0x000001C236412520>,2024-04-04,1982300120,1440,5,M5,6.0,8,FingerTrap,5085179005,187606.74,20,Volatility 50 (1s) Index,720,17:55:01.299785,H1,0.005,False
0,1576.78,1576.33,False,<function ema_closer at 0x000001C236412520>,2024-04-04,1982319587,1440,5,M5,6.0,8,FingerTrap,5085198641,1576.78,20,Volatility 100 (1s) Index,720,18:25:01.222415,H1,0.2,False
0,188097.6,188075.29,False,<function ema_closer at 0x000001C236412520>,2024-04-04,1982329034,1440,5,M5,6.0,8,FingerTrap,5085208251,188075.29,20,Volatility 50 (1s) Index,720,18:40:01.239496,H1,0.005,False
0,222275.11,222224.78,False,<function ema_closer at 0x000001C236412520>,2024-04-04,1982332222,1440,5,M5,6.0,8,FingerTrap,5085211459,222224.78,20,Volatility 75 Index,720,18:45:02.428429,H1,0.001,False
0,9618.73,9618.47,False,<function ema_closer at 0x000001C236412520>,2024-04-04,1982334932,1440,5,M5,6.0,8,FingerTrap,5085214222,9618.47,20,Volatility 10 (1s) Index,720,18:50:01.229074,H1,0.5,False
0,537639.38,537602.97,False,<function ema_closer at 0x000001C236412520>,2024-04-04,1982345456,1440,5,M5,6.0,8,FingerTrap,5085224729,537602.97,20,Volatility 25 (1s) Index,720,19:05:01.214401,H1,0.005,False
0,2255.825,2255.673,False,<function ema_closer at 0x000001C236412520>,2024-04-04,1982348758,1440,5,M5,6.0,8,FingerTrap,5085228096,2255.673,20,Volatility 25 Index,720,19:10:02.253964,H1,0.5,False
0,264.0668,264.0318,False,<function ema_closer at 0x000001C236412520>,2024-04-04,1982363915,1440,5,M5,6.0,8,FingerTrap,5085243307,264.0668,20,Volatility 50 Index,720,19:35:02.330580,H1,4.0,False
0,188697.04,188674.73,False,<function ema_closer at 0x000001C236412520>,2024-04-04,1982366751,1440,5,M5,6.0,8,FingerTrap,5085246179,188674.73,20,Volatility 50 (1s) Index,720,19:40:01.199484,H1,0.005,False
0,220901.43,220851.1,False,<function ema_closer at 0x000001C236412520>,2024-04-04,1982369844,1440,5,M5,6.0,8,FingerTrap,5085249250,220851.1,20,Volatility 75 Index,720,19:45:02.239436,H1,0.001,False
